time/time_elapsed,time/fps,custom/mean_form_error,custom/collision,custom/min_dyn_distance,custom/mean_z_error,time/total_timesteps,time/iterations,train/clip_fraction,train/n_updates,train/std,train/value_loss,train/loss,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/learning_rate,train/approx_kl,train/clip_range
12,2058,2.5052223755001517,0.0,1.677408218383789,0.0016741395447752438,26624,13,0.235546875,120,1.0024977922439575,0.013403173690312542,-0.2429322451353073,-0.06098176453961059,-28.4348353266716,0.8083091974258423,0.00025,0.020126536,0.2
14,2042,3.289935459623133,0.0,1.6856098398566246,0.07182668149289384,28672,14,0.28037109375,130,1.0035607814788818,0.013475523023225832,-0.2128516137599945,-0.06148110519279726,-28.440671455860137,0.8862709999084473,0.00025,0.025235988,0.2
15,2038,5.777393303467668,0.0,1.908635452389717,0.07122916579282901,30720,15,0.2728515625,140,1.0025115013122559,0.011572291787888388,-0.19522625207901,-0.04433105585048906,-28.433851838111877,0.9310211539268494,0.00025,0.021956673,0.2
16,1961,7.299397613255168,0.0,2.0779299437999725,0.07124104648755747,32768,16,0.25927734375,150,1.0038059949874878,0.010175641873502173,-0.2139730304479599,-0.04133803856966552,-28.437734043598176,0.9661776423454285,0.00025,0.020916896,0.2
17,1982,0.47838174767514957,0.0,1.219541609287262,0.0003784030704991892,34816,17,0.25146484375,160,1.0025569200515747,0.009604863499407656,-0.1959991455078125,-0.05007332374807447,-28.438102781772614,0.9906315207481384,0.00025,0.023019005,0.2
18,2011,1.061227989338273,0.0,1.2754882872104645,0.00047303140672738664,36864,18,0.18271484375,170,1.0036617517471313,0.005634511887910776,-0.21206945180892944,-0.04361061746021733,-28.434057331085206,0.9664943218231201,0.00025,0.015623519,0.2
19,2045,1.507481280056035,0.0,1.3484066128730774,0.0005737170577049255,38912,19,0.221435546875,180,1.001420259475708,0.006473636895680102,-0.21889053285121918,-0.04652372617274523,-28.42751153707504,0.9861918687820435,0.00025,0.018689731,0.2
19,2059,2.0324596141504325,0.0,1.2735697031021118,0.0006093576485000085,40960,20,0.2259765625,190,1.0009615421295166,0.009243300788511988,-0.19636331498622894,-0.04725491126300767,-28.394826340675355,0.9846916198730469,0.00025,0.019362397,0.2
20,2073,2.618484260456472,0.0,1.3795387148857117,0.0007192239136202261,43008,21,0.209912109375,200,1.0014618635177612,0.011336701185791753,-0.21499645709991455,-0.04083377834758721,-28.39946382045746,0.9766994714736938,0.00025,0.017783746,0.2
21,2074,3.9992137900022575,0.0,1.9323650002479553,0.0007465899034286849,45056,22,0.229541015625,210,0.9990800619125366,0.011492869359062751,-0.2214626520872116,-0.04046545657329261,-28.37977602481842,0.9687893986701965,0.00025,0.019788044,0.2
22,2077,4.801641406844607,0.0,2.2757658511400223,0.0033592088948353194,47104,23,0.269482421875,220,0.9990564584732056,0.010797336549148894,-0.20671291649341583,-0.04633525543613359,-28.354635179042816,0.9699305891990662,0.00025,0.023306226,0.2
23,2079,5.9231156049311515,0.0,2.4651754945516586,0.047816825652262196,49152,24,0.25283203125,230,0.9991111755371094,0.011570928539003943,-0.2069753259420395,-0.04256308915500995,-28.354886043071748,0.9645940065383911,0.00025,0.020633915,0.2
24,2084,0.7381385504881074,0.0,1.1882926598191261,0.0005617678143607918,51200,25,0.224609375,240,1.000145673751831,0.008316902685328387,-0.2349345088005066,-0.050597317662322894,-28.371524274349213,0.9596495628356934,0.00025,0.026081432,0.2
25,2112,1.245220864048432,0.0,1.239232249557972,0.0006140068144304678,53248,26,0.21943359375,250,0.9997712969779968,0.0033235063368920238,-0.21206268668174744,-0.0425083770242054,-28.369765508174897,0.9247486591339111,0.00025,0.018527899,0.2
25,2133,1.9211710314814416,0.0,1.3664250746369362,0.0005141273250046652,55296,27,0.235888671875,260,1.0009791851043701,0.006227955185022438,-0.21915556490421295,-0.04866392749827355,-28.381872022151946,0.9561997056007385,0.00025,0.021283546,0.2
26,2144,2.6943669867855253,0.0,1.3905695900321007,0.0006205007448443212,57344,28,0.2296875,270,1.0019065141677856,0.01058832615672145,-0.20289203524589539,-0.043530264589935544,-28.401496994495393,0.9364006519317627,0.00025,0.01849614,0.2
